Rank	Title	Status	Study Results	Conditions	Interventions	Locations	URL
294	A Study to Evaluate the Efficacy and Safety of Daratumumab in Pediatric and Young Adult Participants Greater Than or Equal to (>=)1 and Less Than or Equal to (<=) 30 Years of Age With Relapsed/Refractory Precursor B-cell or T-cell Acute Lymphoblastic Leukemia or Lymphoblastic Lymphoma	Recruiting	No Results Available	Precursor Cell Lymphoblastic Leukemia-Lymphoma	Drug: Daratumumab|Drug: Vincristine|Drug: Prednisone|Drug: Doxorubicin|Biological: Peg-asparaginase|Drug: Cyclophosphamide|Drug: Cytarabine|Drug: 6-mercaptopurine|Drug: Methotrexate	University of Alabama at Birmingham, Birmingham, Alabama, United States|Phoenix Children's Hospital, Phoenix, Arizona, United States|UCSF Benioff Children's Hospital Oakland, Oakland, California, United States|Children's Hospital Orange County, Orange, California, United States|Stanford University, Palo Alto, California, United States|University of California San Francisco, San Francisco, California, United States|Children's Hospital Colorado, Aurora, Colorado, United States|Connecticut Children's Medical Center, Hartford, Connecticut, United States|Children'S Healthcare Of Atlanta/Emory Univ. Dept. Of Pediatrics, Atlanta, Georgia, United States|Ann & Robert H. Lurie Children's Hospital of Chicago, Chicago, Illinois, United States|Riley Hospital for Children, Indianapolis, Indiana, United States|Johns Hopkins University, Baltimore, Maryland, United States|Dana-Farber Cancer Institute, Boston, Massachusetts, United States|C.S. Mott Children's Hospital, Ann Arbor, Michigan, United States|Washington Univeristy School of Medicine/ Pediatrics, Saint Louis, Missouri, United States|Newark Beth Israel Medical Center, Newark, New Jersey, United States|New York University Langone Medical Center, New York, New York, United States|Memorial Sloan Kettering Cancer Center, New York, New York, United States|Stony Brook University Medical Center, Stony Brook, New York, United States|Cincinnati Children's Hospital Medical Center, Cincinnati, Ohio, United States|Nationwide Children's Hospital, Columbus, Ohio, United States|Children's Hospital of Philadelphia, Philadelphia, Pennsylvania, United States|Dell Children's Medical Center of Central Texas/Children's Blood and Cancer Center, Austin, Texas, United States|UT Southwestern Medical Center, Dallas, Texas, United States|Baylor College of Medicine, Houston, Texas, United States|University of Utah Primary Children's Medical Center, Salt Lake City, Utah, United States|Medical College Of Wisconsin, Milwaukee, Wisconsin, United States|Universitair Ziekenhuis Gent - UZ GENT, Gent, Belgium|CHU de Bordeaux, Hopital des Enfants, Bordeaux, France|IHOPE - Hospices civils de Lyon, Lyon, France|Hôpital trousseau- APHP, Paris, France|Hôpital Robert Debré, Paris, France|Hôpital D'Enfants, Vandoeuvre les Nancy, France|Charite-Universitätsmedizin Berlin - Berlin, Berlin, Germany|Universitatsklinikum Essen, Essen, Germany|Medizinische Hochschule Hannover, Hannover, Germany|Universitätsklinikum Münster, Münster, Germany|Schneider Children's Medical Center, Petach Tiquva, Israel|Istituto Giannina Gaslini, Genova, Italy|Fondazione MBBM, ASST Monza, Monza, Italy|Ospedale Pediatrico Bambin Gesù, Roma, Italy|AOU Città della Salute e della Scienza di Torino, Presidio Ospedale Infantile Regina Margherita, Torino, Italy|Princess Maxima Center, Utrecht, Netherlands|Hosp. Univ. Vall D'Hebron, Barcelona, Spain|Hosp. Sant Joan de Deu, Esplugues de Llobregat, Spain|Hosp. Infantil Univ. Niño Jesus, Madrid, Spain|Hosp. Univ. La Paz, Madrid, Spain|Hosp. Univ. I Politecni La Fe, Valencia, Spain|Karolinska University Hospital, Stockholm, Sweden|Bristol Royal Hospital for Children, Bristol, United Kingdom|Royal Hospital for Sick Children, Glasgow, United Kingdom|Leeds Children's Hospital, Leeds, United Kingdom|University College London Hospitals, London, United Kingdom|Great Ormond Street Hospital, London, United Kingdom|Royal Manchester Children's Hospital, Manchester, United Kingdom|Royal Marsden Hospital, Surrey, United Kingdom	https://ClinicalTrials.gov/show/NCT03384654
295	Radiation Post-CAR T in Refractory Lymphoma	Not yet recruiting	No Results Available	Hematologic Malignancy|Refractory Lymphoma	Radiation: Radiotherapy	Massachusetts General Hospital Cancer Center, Boston, Massachusetts, United States	https://ClinicalTrials.gov/show/NCT04473937
296	Clinical Study of Targeting CD19 and CD22 Chimeric Antigen Receptor T Lymphocytes in the Treatment of Recurrent or Refractory B Cell Non-Hodgkin Lymphoma	Not yet recruiting	No Results Available	Relapsed and Refractory|Lymphoid Hematological Malignancies	Drug: GC022F CAR-T cells	The first affiliated hospital of medical college of zhejiang university, Hangzhou, Zhejiang, China	https://ClinicalTrials.gov/show/NCT04626908
297	Human AntiCD19 Chimeric Antigen Receptor T Cells for Relapsed or Refractory Lymphoid Malignancies	Recruiting	No Results Available	Non Hodgkin Lymphoma|Acute Lymphoblastic Leukemia|Chronic Lymphocytic Leukemia	Biological: Fully human anti CD19 CAR-T Cell Dose|Drug: Fludarabine|Drug: Cyclophosphamide	University Hospitals Cleveland Medical Center, Case Comprehensive Cancer Center, Cleveland, Ohio, United States	https://ClinicalTrials.gov/show/NCT04732845
298	A Pediatric and Young Adult Trial of Genetically Modified T Cells Directed Against CD22 for Relapsed/Refractory Leukemia or Lymphoma	Recruiting	No Results Available	Leukemia|Lymphoma	Biological: SCRI-CAR22v2	Seattle Children's Hospital, Seattle, Washington, United States	https://ClinicalTrials.gov/show/NCT04571138
299	Humanized CD19 Chimeric Antigen Receptor (CAR)-Modified T Cell Therapy in Treating Patients With B-cell Malignancies	Recruiting	No Results Available	Acute Lymphoblastic Leukemia|B Cell Lymphoma	Genetic: Second generation humanized CAR-T cells	Union Hospital, Tongji Medical College, Huazhong University of Science and Technology, Wuhan, Hubei, China	https://ClinicalTrials.gov/show/NCT04008251
300	CD19 Chimeric Antigen Receptor (CAR)-Modified T Cell Therapy in Treating Patients With B-cell Malignancies	Recruiting	No Results Available	Acute Lymphoblastic Leukemia|B Cell Lymphoma	Genetic: Second generation CAR-T cells	Union Hospital, Tongji Medical College, Huazhong University of Science and Technology, Wuhan, Hubei, China	https://ClinicalTrials.gov/show/NCT02965092
301	Combination Chemotherapy and Nelarabine in Treating Patients With T-cell Acute Lymphoblastic Leukemia or Lymphoblastic Lymphoma	Recruiting	No Results Available	T Acute Lymphoblastic Leukemia|T Lymphoblastic Lymphoma	Drug: Cyclophosphamide|Drug: Cytarabine|Drug: Dexamethasone|Drug: Doxorubicin Hydrochloride|Drug: Mercaptopurine|Drug: Methotrexate|Drug: Nelarabine|Drug: Pegaspargase|Drug: Prednisone|Drug: Venetoclax|Drug: Vincristine Sulfate	M D Anderson Cancer Center, Houston, Texas, United States	https://ClinicalTrials.gov/show/NCT00501826
302	Axi-cel in CNS Lymphoma	Recruiting	No Results Available	Lymphoma|Lymphoma Cns	Drug: Fludarabine|Drug: Cyclophosphamide|Biological: Axicabtagene Ciloleucel	Dana Farber Cancer Institute, Boston, Massachusetts, United States	https://ClinicalTrials.gov/show/NCT04608487
303	Anti-CD19 U-CAR-T Cell Therapy for B Cell Hematologic Malignancies	Not yet recruiting	No Results Available	B-cell Acute Lymphoblastic Leukemia|B-cell Lymphoma	Biological: anti-CD19 UCAR-T cells|Drug: Fludarabine|Drug: Cytoxan|Drug: Melphalan	Department of Hematology, Xinqiao Hospital, ChongQing, Chongqing, China	https://ClinicalTrials.gov/show/NCT04264039
304	Cord Blood Derived CAR-T Cells in Refractory/Relapsed B Cell Malignancies	Recruiting	No Results Available	Refractory|Relapsed|B Cell Lymphoma|B Cell Leukemia	Biological: CAR-T cells	Henan Cancer Hospital, Zhengzhou, Henan, China|Henan Cancer Hospital, Zhengzhou, Henan, China	https://ClinicalTrials.gov/show/NCT03881774
305	Anakinra in Preventing Severe Chimeric Antigen Receptor T-Cell Related Encephalopathy Syndrome in Patients With Recurrent or Refractory Large B-cell Lymphoma	Recruiting	No Results Available	Diffuse Large B-Cell Lymphoma, Not Otherwise Specified|High Grade B-Cell Lymphoma|Progressive Disease|Recurrent Diffuse Large B-Cell Lymphoma|Recurrent High Grade B-Cell Lymphoma|Recurrent Primary Mediastinal (Thymic) Large B-Cell Cell Lymphoma|Recurrent Transformed Follicular Lymphoma to Diffuse Large B-Cell Lymphoma|Refractory Diffuse Large B-Cell Lymphoma|Refractory High Grade B-Cell Lymphoma|Refractory Primary Mediastinal (Thymic) Large B-Cell Cell Lymphoma|Refractory Transformed Follicular Lymphoma to Diffuse Large B-Cell Lymphoma	Biological: Anakinra|Biological: Axicabtagene Ciloleucel|Drug: Cyclophosphamide|Drug: Fludarabine|Drug: Fludarabine Phosphate	UCLA / Jonsson Comprehensive Cancer Center, Los Angeles, California, United States	https://ClinicalTrials.gov/show/NCT04205838
306	A Study of CTA101 UCAR-T Cell Injection in Patients With Relapsed or Refractory CD19+ B-line Hematological Malignancy	Recruiting	No Results Available	Acute Lymphoblastic Leukemia|Non-hodgkin Lymphoma	Drug: CTA101	The First Hospital of Zhejiang Medical Colleage Zhejiang University, Hangzhou, Zhejiang, China	https://ClinicalTrials.gov/show/NCT04227015
307	CAR-T Cells Combined With Dasatinib for Patients With Relapsed and/or Refractory B-cell Hematological Malignancies	Recruiting	No Results Available	Multiple Myeloma in Relapse|Multiple Myeloma, Refractory|Acute Lymphoblastic Leukemia, in Relapse|Acute Lymphocytic Leukaemia Refractory|Non-Hodgkin's Lymphoma, Relapsed|Non-Hodgkin's Lymphoma Refractory	Drug: CD19/BCMA Targeted CAR T-cells and dasatinib|Drug: CD19/BCMA Targeted CAR T-cells	The First Hospital of Zhejiang Medical Colleage Zhejiang University, Hangzhou, Zhejiang, China	https://ClinicalTrials.gov/show/NCT04603872
308	CD19 and CD22 Targeted CAR-T Cell Therapy for Relapsed/Refractory B Cell Leukemia and Lymphoma	Recruiting	No Results Available	Leukemia, B-cell|Lymphoma, B-Cell	Biological: CD19 and CD22 targeted CAR-T cells	920th Hospital of Joint Logistics Support Force, Kunming, Yunnan, China	https://ClinicalTrials.gov/show/NCT04649983
309	In Vitro Expanded Allogeneic Epstein-Barr Virus Specific Cytotoxic T-Lymphocytes (EBV-CTLs) Genetically Targeted to the CD19 Antigen in B-cell Malignancies	Recruiting	No Results Available	Acute Lymphocytic Leukemia|Lymphoma	Biological: Biological/Genetically Modified T cells|Drug: Cyclophosphamide-based chemotherapy	Memorial Sloan Kettering Cancer Center, New York, New York, United States	https://ClinicalTrials.gov/show/NCT01430390
310	Tisagenlecleucel In Primary CNS Lymphoma	Recruiting	No Results Available	Primary CNS Lymphoma|Refractory Primary CNS Lymphoma|Relapsed Primary CNS Lymphoma	Biological: Tisagenlecleucel	Massachusetts General Hospital, Boston, Massachusetts, United States	https://ClinicalTrials.gov/show/NCT04134117
311	Study of Safety and Efficacy of BZ019 in (R/R) Large B-cell Lymphoma	Recruiting	No Results Available	Large B-cell Lymphoma	Biological: BZ019	Hematology Hospital, Chinese Academy of Medical Sciences, Tianjin, China|Tianjin medical university cancer institute and hospital, Tianjin, China	https://ClinicalTrials.gov/show/NCT04250324
312	CD19-CART in the Treatment of R/R CD19 Positive Non-Hodgkin's Lymphoma	Recruiting	No Results Available	Non Hodgkin Lymphoma	Biological: CD19 CAR-T cells infusion	First Affiliated Hospital of Zhengzhou University, Zhengzhou, Henan, China	https://ClinicalTrials.gov/show/NCT04237428
313	Clinical Trial to Evaluate CD19 CAR T (CT032) in Patients With Relapsed and/or Refractory Non-Hodgkin's B Cell Lymphoma	Recruiting	No Results Available	Refractory B-Cell Non-Hodgkin Lymphoma|Relapsed B-cell Non-Hodgkin Lymphoma	Biological: CAR-CD19 T Cells	Renji Hospital Affiliated to Shanghai Jiaotong University School of Medicine, Shanghai, Shanghai, China|First Affiliated Hospital of Zhejiang University, Hangzhou, Zhejiang, China	https://ClinicalTrials.gov/show/NCT03994913
314	CD19/CD20 Dual-CAR-T in B-cell Non-Hodgkin's Lymphoma Patients.	Not yet recruiting	No Results Available	B-cell Non-Hodgkin's Lymphoma	Biological: CD19/CD20 Dual-CAR-T cells	Beijing Tsinghua Changgung Hospital, Beijing, Beijing, China	https://ClinicalTrials.gov/show/NCT04697290
315	RPTR-147 in Patients With Selected Solid Tumors and Lymphomas	Recruiting	No Results Available	Solid Tumor|Lymphoma	Biological: Arm A: RPTR-147:1|Biological: Arm B: Pembrolizumab|Biological: Arm C: RPTR-147:2	City of Hope, Duarte, California, United States|Yale Cancer Center, New Haven, Connecticut, United States|Dana Farber Cancer Institute, Boston, Massachusetts, United States|Karmanos Cancer Institute, Detroit, Michigan, United States|NYU Langone Health, New York, New York, United States|Carolina BioOncology Institute, Huntersville, North Carolina, United States|Sarah Cannon Research Institute, Nashville, Tennessee, United States|MD Anderson Cancer Center, Houston, Texas, United States	https://ClinicalTrials.gov/show/NCT03815682
316	CD79b CAR-T Cell Therapy for Patients With Relapsed and/or Refractory Acute Lymphoblastic Leukemia and B-cell Non-Hodgkin's Lymphoma	Not yet recruiting	No Results Available	Relapsed and/or Refractory Acute Lymphoblastic Leukemia|Relapsed and/or Refractory B-cell Non-Hodgkin's Lymphoma	Drug: CD79b CAR-T Cells	The First Affiliated Hospital, College of Medicine, Zhejiang University, Hangzhou, Zhejiang, China	https://ClinicalTrials.gov/show/NCT04609241
317	Anti-CD22 CAR-T Cell Therapy Targeting B Cell Malignancies	Recruiting	No Results Available	Leukemia|Lymphoma	Biological: Anti-CD22-CAR-transduced T cells	Fengtai District, Beijing, Beijing, China	https://ClinicalTrials.gov/show/NCT03262298
318	Modified Immune Cells (CD19-CD22 CAR T Cells) in Treating Patients With Recurrent or Refractory CD19 Positive, CD22 Positive Leukemia or Lymphoma	Not yet recruiting	No Results Available	CD19 Positive|CD22 Positive|Minimal Residual Disease|Progressive Disease|Recurrent B Acute Lymphoblastic Leukemia|Recurrent Chronic Lymphocytic Leukemia|Recurrent Non-Hodgkin Lymphoma|Refractory B Acute Lymphoblastic Leukemia|Refractory Chronic Lymphocytic Leukemia|Refractory Non-Hodgkin Lymphoma	Biological: Autologous CD19/CD22 Chimeric Antigen Receptor T-cells|Drug: Cyclophosphamide|Drug: Fludarabine	M D Anderson Cancer Center, Houston, Texas, United States	https://ClinicalTrials.gov/show/NCT04029038
319	Safety and Efficacy of CD19 and CD22 Targeted CAR-T Therapy for Relapsed/Refractory B Cell Leukemia and Lymphoma	Recruiting	No Results Available	Leukemia, B-cell|Lymphoma, B-Cell	Biological: CD19 and CD22 targeted CAR-T cells	Chongqing University Cancer Hospital, Chongqing, Chongqing, China	https://ClinicalTrials.gov/show/NCT04648475
320	Treatment of Hematological Malignancy With Novel CAR-T Cells.	Recruiting	No Results Available	B-cell Non Hodgkin Lymphoma|B-cell Acute Lymphoblastic Leukemia|Multiple Myeloma	Biological: Novel CAR-T	Hunan Provincial People's Hospital, Changsha, Hunan, China	https://ClinicalTrials.gov/show/NCT04191941
321	Study Evaluating the Safety and Pharmacokinetics of JCAR017 in B-cell Non-Hodgkin Lymphoma (TRANSCEND-NHL-001)	Recruiting	No Results Available	Non-Hodgkin Lymphoma|Diffuse Large B Cell Lymphoma|Follicular Lymphoma|Mantle-cell Lymphoma|Primary Mediastinal B-cell Lymphoma	Biological: JCAR017 (lisocabtagene maraleucel) single-dose schedule|Biological: JCAR017 (lisocabtagene maraleucel) 2-dose schedule	University of Alabama-Birmingham, Birmingham, Alabama, United States|City of Hope, Duarte, California, United States|University of California San Francisco, San Francisco, California, United States|University of Colorado, Aurora, Colorado, United States|Blood Marrow Transfer Group of Georgia - Northside Hospital, Atlanta, Georgia, United States|Northwestern University, Chicago, Illinois, United States|Massachusetts General Hospital, Boston, Massachusetts, United States|Beth Israel Deaconess Medical Center, Boston, Massachusetts, United States|University of Nebraska Medical Center, Omaha, Nebraska, United States|Memorial Sloan Kettering Cancer Center, New York, New York, United States|Levine Cancer Institute, Charlotte, North Carolina, United States|UPMC Hillman Cancer Center, Pittsburgh, Pennsylvania, United States|MD Anderson Cancer Center, Houston, Texas, United States|Fred Hutchinson/University of Washington Cancer Consortium, Seattle, Washington, United States	https://ClinicalTrials.gov/show/NCT02631044
322	A Clinical Study of CD19 Targeted CAR-T for Patients With CD19+ Lymphoma and Leukemia	Recruiting	No Results Available	B Cell Leukemia|B Cell Lymphoma	Biological: ICAR19 CAR-T cells	Weifang People's Hospital, Weifang, Shandong, China	https://ClinicalTrials.gov/show/NCT03383952
323	CD19-targeting CAR T Cells in Relapsed or Refractory CD19 Positive B-cell Malignancies	Recruiting	No Results Available	B-cell Malignancy|B-cell Lymphoma|B-Cell Acute Lymphoblastic Leukaemia	Biological: CD19 CAR T	Shanghai Tong Ren hospital, Shanghai, China	https://ClinicalTrials.gov/show/NCT03559439
324	A Study of Murine CD19 CAR-T Therapy for Patients With Relapsed or Refractory CD19+ B-cell Hematological Malignancies	Recruiting	No Results Available	Acute Lymphoblastic Leukemia|Non-Hodgkin Lymphoma of Soft Tissue	Drug: Murine CD19 CAR-T cells	The First Affiliated Hospital，College of Medicine, Zhejiang University, Hangzhou, Zhejiang, China	https://ClinicalTrials.gov/show/NCT04532281
325	A Study Evaluating UCART019 in Patients With Relapsed or Refractory CD19+ Leukemia and Lymphoma	Recruiting	No Results Available	B Cell Leukemia|B Cell Lymphoma	Biological: UCART019	Biotherapeutic Department and Hematology Department of Chinese PLA General Hospital, Beijing, Beijing, China	https://ClinicalTrials.gov/show/NCT03166878
326	'Re-Priming' RT After Incomplete Response to CAR-T in R/R NHL	Recruiting	No Results Available	Non-Hodgkin Lymphoma	Radiation: Focal radiation therapy (RT)	UT Southwestern Medical Center, Dallas, Texas, United States	https://ClinicalTrials.gov/show/NCT04601831
327	Administration of Anti-CD19-chimeric-antigen-receptor-transduced T Cells From the Original Transplant Donor to Patients With Recurrent or Persistent B-cell Malignancies After Allogeneic Stem Cell Transplantation	Recruiting	No Results Available	Leukemia, B-cell|Lymphoma, Hodgkins|Lymphoma, Non-hodgkins|Lymphoma, B-Cell	Procedure: Allogeneic stem cell transplant|Biological: Anti-CDl9-chimeric- antigen-receptor- transduced T cells|Procedure: Leukapheresis	National Institutes of Health Clinical Center, 9000 Rockville Pike, Bethesda, Maryland, United States|National Marrow Donor Program, Minneapolis, Minnesota, United States	https://ClinicalTrials.gov/show/NCT01087294
328	CAR-T Followed by Bispecific Antibodies	Not yet recruiting	No Results Available	Large B-cell Lymphoma	Drug: mosunetuzumab|Drug: glofitamab|Drug: obinutuzumab	Abramson Cancer Center of the University of Pennsylvania, Philadelphia, Pennsylvania, United States	https://ClinicalTrials.gov/show/NCT04889716
329	CD19-CAR_Lenti T Cells in Pediatric Patients Affected by Relapsed/Refractory CD19+ ALL and DLBCL or PML	Recruiting	No Results Available	Acute Lymphoblastic Leukemia|Diffuse Large B Cell Lymphoma|Primary Mediastinal Lymphoma	Biological: CD19-CAR_Lenti T cell	IRCCS Ospedale Pediatrico Bambino Gesù, Roma, Italy	https://ClinicalTrials.gov/show/NCT04787263
330	Activated T Lymphocytes Expressing CARs, Relapsed CD19+ Malignancies Post-Allo HSCT(CARPASCIO)	Recruiting	No Results Available	Non-Hodgkin's Lymphoma|B-Cell ALL|B-Cell CLL	Genetic: CD19.CAR-CD28Z T Cells - dose escalation 2|Genetic: CD19.CAR-CD28Z T Cells - dose escalation 1	Houston Methodist Hospital, Houston, Texas, United States|Texas Children's Hospital, Houston, Texas, United States	https://ClinicalTrials.gov/show/NCT02050347
